영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국_스크린수,전국_매출액,전국_관객수,서울_매출액,서울_관객수,장르,등급,영화구분,영화코드
신비한 동물사전,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-11-16,개봉영화,장편,미국,1431,39337263058,4666993,12640487458,1425528,어드벤처,12세이상관람가,일반영화,20162365
도가니,황동혁,"(주)삼거리픽쳐스,(주)판타지오",,(주)씨제이이엔엠,2011-09-22,개봉영화,장편,한국,644,35566854800,4662822,10141606500,1267508,드라마,청소년관람불가,일반영화,20112534
내 아내의 모든 것,민규동,"(주)수필름,영화사 집",,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,개봉영화,장편,한국,563,34222160500,4598583,11547286500,1475165,코미디,15세이상관람가,일반영화,20113554
나쁜 녀석들: 더 무비,손용호,"(주)씨제이이엔엠,(주)영화사비단길",,(주)씨제이이엔엠,2019-09-11,개봉영화,장편,한국,1511,39560195124,4573902,8008441184,905239,범죄,15세이상관람가,일반영화,20188750
노량: 죽음의 바다,김한민,(주)빅스톤픽쳐스,,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",2023-12-20,개봉영화,장편,한국,2196,45008253375,4573398,9861139267,970454,사극,12세이상관람가,일반영화,20203702
판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,개봉영화,장편,한국,1166,35965733064,4571142,7213559964,880999,드라마,12세이상관람가,일반영화,20144641
연가시,박정우,(주)오죤필름,,(주)씨제이이엔엠,2012-07-05,개봉영화,장편,한국,759,32154766664,4513026,7819583000,1040068,공포(호러),15세이상관람가,일반영화,20124062
강철비,양우석,"(주)와이웍스엔터테인먼트,(주)브이에이스튜디오",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,1426,35477912466,4451336,8694723516,1060541,액션,15세이상관람가,일반영화,20170402
해리 포터와 죽음의 성물2,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-07-13,개봉영화,장편,미국,757,34507819000,4400298,11183806000,1361311,판타지,전체관람가,일반영화,20111009
다만 악에서 구하소서,홍원찬,(주)하이브미디어코프,,(주)씨제이이엔엠,2020-08-05,개봉영화,장편,한국,1998,38554527990,4352669,8906277620,984042,범죄,15세이상관람가,일반영화,20197922
헌트,이정재,"(주)아티스트스튜디오,(주)사나이픽처스",,플러스엠 엔터테인먼트,2022-08-10,개봉영화,장편,한국,1625,44573032153,4350029,10985286495,1052205,액션,15세이상관람가,일반영화,20211792
엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,개봉영화,장편,미국,1056,34654558766,4313871,11315080666,1345720,액션,12세이상관람가,일반영화,20147669
아가씨,박찬욱,"유한회사 아가씨에프에스,모호필름,(주)용필름",,(주)씨제이이엔엠,2016-06-01,개봉영화,장편,한국,1171,35114332791,4277071,10881501871,1283972,스릴러,청소년관람불가,일반영화,20144444
가디언즈 오브 갤럭시: Volume 3,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-05-03,개봉영화,장편,미국,1819,44355754061,4208993,13547092538,1235431,액션,12세이상관람가,일반영화,20231496
어메이징 스파이더맨 2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,1312,34869056800,4168350,10562832700,1187974,액션,12세이상관람가,일반영화,20135661
용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,30037161000,4131248,7563772000,997760,액션,15세이상관람가,일반영화,20124938
건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,30219800500,4110645,11003948000,1431173,멜로/로맨스,12세이상관람가,일반영화,20124074
댄싱퀸,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2012-01-18,개봉영화,장편,한국,534,30129259500,4057546,8223006000,1055086,코미디,12세이상관람가,일반영화,20113743
미션 임파서블: 데드 레코닝 PART ONE,크리스토퍼 맥쿼리,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-07-12,개봉영화,장편,미국,2437,40426400113,4021778,11155001710,1067176,액션,15세이상관람가,일반영화,20232631
꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,1314,31313568795,4018341,7524464445,931901,범죄,15세이상관람가,일반영화,20165748
혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,31509793095,4002134,9067860195,1095630,액션,12세이상관람가,일반영화,20148973
타짜-신의 손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,32267244827,4001813,8495857527,1016403,드라마,청소년관람불가,일반영화,20134804
쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,(주)씨제이이엔엠,(주)씨제이이엔엠,2016-01-28,개봉영화,장편,미국,1365,31340798156,3984812,8695148256,1045418,애니메이션,전체관람가,일반영화,20151803
캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2014-03-26,개봉영화,장편,미국,1106,31710585385,3963220,10405400885,1237982,액션,15세이상관람가,일반영화,20147790
박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,28343986569,3893216,6808915069,894127,코미디,15세이상관람가,일반영화,20124935
베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,1308,34100211207,3888096,9452036857,1026909,액션,15세이상관람가,일반영화,20177221
조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,30456879428,3872015,6908501928,845522,사극,12세이상관람가,일반영화,20149570
역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,1054,29893297890,3849433,8426821290,1044988,사극,15세이상관람가,일반영화,20139183
콘크리트 유토피아,엄태화,"클라이맥스 스튜디오(주),(주)비에이치 엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,2023-08-09,개봉영화,장편,한국,1731,37388022232,3847066,8918633541,894336,드라마,15세이상관람가,일반영화,20204264
매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,32906364462,3842441,11443176062,1271954,액션,15세이상관람가,일반영화,20144741
남한산성,황동혁,(주)싸이런픽쳐스,,(주)씨제이이엔엠,2017-10-03,개봉영화,장편,한국,1229,31067321992,3829891,7375553392,889444,사극,15세이상관람가,일반영화,20165450
반도,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2020-07-15,개봉영화,장편,한국,2575,33071341280,3812080,8005831840,895163,액션,15세이상관람가,일반영화,20193450
데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,1576,34185664639,3784602,10757126939,1145250,액션,청소년관람불가,일반영화,20176848
암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,1177,32855895548,3772620,7777232448,862386,범죄,15세이상관람가,일반영화,20179189
국가부도의 날,최국희,영화사 집,,(주)씨제이이엔엠,2018-11-28,개봉영화,장편,한국,1180,30891765837,3754983,7993870137,937443,드라마,12세이상관람가,일반영화,20177552
미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,개봉영화,장편,미국,1257,30504689978,3689325,7851059428,909202,액션,15세이상관람가,일반영화,20166488
82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,1486,30305744310,3679019,8397712370,994852,드라마,12세이상관람가,일반영화,20191029
분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-08-14,개봉영화,장편,미국,1311,32241767793,3657536,7717831533,839251,액션,12세이상관람가,일반영화,20196850
분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,1469,29981156348,3653238,7936210998,932027,액션,15세이상관람가,일반영화,20167542
너의 이름은.,신카이 마코토,,(주)미디어캐슬,플러스엠 엔터테인먼트,2017-01-04,개봉영화,장편,일본,947,29248867156,3637122,9352306256,1124392,애니메이션,12세이상관람가,일반영화,20161872
모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-28,개봉영화,장편,한국,1688,34558297730,3613984,8498347010,887264,액션,15세이상관람가,일반영화,20204117
인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496,28518443148,3610642,10024307548,1228273,코미디,12세이상관람가,일반영화,20152022
라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,727,30006844694,3597193,13131083194,1536629,드라마,12세이상관람가,일반영화,20167904
귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876,27245051990,3586523,6310471892,801788,드라마,15세이상관람가,일반영화,20060250
리얼 스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,개봉영화,장편,미국,603,26566677000,3579666,8578776500,1090591,액션,12세이상관람가,일반영화,20112173
신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,794,28777712256,3562123,8104315156,965372,범죄,청소년관람불가,일반영화,20139201
웡카,폴 킹,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-01-31,개봉영화,장편,미국,1753,33956553189,3531468,9833219001,981614,판타지,전체관람가,일반영화,20236180
코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,1177,27685479440,3510017,8547812240,1024250,애니메이션,전체관람가,일반영화,20179985
부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453,25878110500,3450941,7619815000,972059,드라마,15세이상관람가,일반영화,20113535
끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,27006007900,3450143,7567987400,927324,액션,15세이상관람가,일반영화,20130442
비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213,27096673061,3427464,10856208161,1324469,멜로/로맨스,15세이상관람가,독립/예술영화,20149629
스파이,이승준,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2013-09-05,개봉영화,장편,한국,785,24436429305,3423920,5483475805,733029,액션,15세이상관람가,일반영화,20124086
그것만이 내 세상,최성현,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2018-01-17,개봉영화,장편,한국,862,27441213382,3417629,6258257482,759455,코미디,12세이상관람가,일반영화,20176104
토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,개봉영화,장편,미국,1336,28757726040,3399913,9071405870,1009214,애니메이션,전체관람가,일반영화,20184047
돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,1431,28869614062,3389035,7287586982,833513,범죄,15세이상관람가,일반영화,20176103
맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,개봉영화,장편,미국,770,27301520070,3379762,9258393070,1068672,액션,12세이상관람가,일반영화,20113885
어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,24867023000,3375735,10488833000,1368822,멜로/로맨스,15세이상관람가,일반영화,20135428
모아나 2,데이브 데릭 주니어,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2024-11-27,개봉영화,장편,미국,1985,31120328070,3373139,6586826950,682874,애니메이션,전체관람가,일반영화,20240737
악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,1307,29128292150,3364079,6407047240,722563,범죄,청소년관람불가,일반영화,20188941
올빼미,안태진,"(주)씨제스스튜디오,(주)영화사 담담",,(주)넥스트엔터테인먼트월드(NEW),2022-11-23,개봉영화,장편,한국,1541,32860420124,3329547,8943067323,885145,스릴러,15세이상관람가,일반영화,20227762
