,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,showRange,yearWeekTime,boxofficeType
1,2,2,16,OLD,20101223,헬로우 고스트,2010-12-22,5437773000,21.7,5432391000,100936.3,6458249000,740508,739489,72570.1,888600,472,7638,20101224~20101226,201051,주말 박스오피스
2,3,3,-2,OLD,20101224,해리 포터와 죽음의 성물1,2010-12-15,5191240500,20.7,-830283500,-13.8,15139638500,717597,-127000,-15.0,2129537,532,7328,20101224~20101226,201051,주말 박스오피스
3,4,4,1,OLD,20101348,새미의 어드벤쳐,2010-12-15,2256859500,9.0,368547500,19.5,4877680000,235026,35163,17.6,512057,299,2898,20101224~20101226,201051,주말 박스오피스
4,5,5,-3,OLD,20101221,쩨쩨한 로맨스,2010-12-01,1259869000,5.0,-832341500,-39.8,14823624000,157821,-108576,-40.8,1937178,279,2745,20101224~20101226,201051,주말 박스오피스
5,6,6,3,OLD,20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,976308000,3.9,906530000,1299.2,1191040500,138492,128879,1340.7,168883,139,1751,20101224~20101226,201051,주말 박스오피스
6,7,7,-3,OLD,20101213,나니아 연대기: 새벽 출정호의 항해,2010-12-08,1185061000,4.7,-681243000,-36.5,10569099000,128386,-72428,-36.1,1103913,230,1828,20101224~20101226,201051,주말 박스오피스
7,8,8,0,NEW,20101378,쓰리 데이즈,2010-12-22,945976000,3.8,945976000,100.0,1169832000,126819,126819,100.0,159669,191,2500,20101224~20101226,201051,주말 박스오피스
8,9,9,-6,OLD,20101200,김종욱 찾기,2010-12-08,929713000,3.7,-733390500,-44.1,7572110500,124342,-101628,-45.0,1036741,252,2076,20101224~20101226,201051,주말 박스오피스
9,10,10,-4,OLD,20101212,투어리스트,2010-12-09,182291000,0.7,-1237520000,-87.2,6674807500,23351,-161315,-87.4,894587,105,711,20101224~20101226,201051,주말 박스오피스
0,1,1,0,NEW,20101209,라스트 갓파더,2010-12-29,7619114000,33.5,7619114000,100.0,9703871000,1020203,1020203,100.0,1313126,547,7511,20101231~20110102,201052,주말 박스오피스
1,2,2,0,OLD,20101223,헬로우 고스트,2010-12-22,4019727500,17.7,-1418045500,-26.1,12777410000,536874,-203634,-27.5,1752556,418,5443,20101231~20110102,201052,주말 박스오피스
2,3,3,-2,OLD,20101222,황해,2010-12-22,3342465500,14.7,-3091464500,-48.0,13996200000,421654,-394933,-48.4,1808487,488,4758,20101231~20110102,201052,주말 박스오피스
3,4,4,-1,OLD,20101224,해리 포터와 죽음의 성물1,2010-12-15,1804836000,7.9,-3386404500,-65.2,18294855500,252039,-465558,-64.9,2580209,306,3460,20101231~20110102,201052,주말 박스오피스
4,5,5,0,NEW,20101225,트론: 새로운 시작,2010-12-29,2578200700,11.3,2578200700,100.0,3372915100,230794,230794,100.0,301848,371,4654,20101231~20110102,201052,주말 박스오피스
5,6,6,-2,OLD,20101348,새미의 어드벤쳐,2010-12-15,1470639000,6.5,-786220500,-34.8,7243575000,155265,-79761,-33.9,766104,237,1836,20101231~20110102,201052,주말 박스오피스
6,7,7,-1,OLD,20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,482981500,2.1,-493326500,-50.5,1998352000,68011,-70481,-50.9,285292,112,728,20101231~20110102,201052,주말 박스오피스
7,8,8,0,NEW,20101071,아메리칸,2010-12-29,287958500,1.3,287958500,100.0,383185500,36164,36164,100.0,49203,117,1208,20101231~20110102,201052,주말 박스오피스
8,9,9,-1,OLD,20101378,쓰리 데이즈,2010-12-22,255620500,1.1,-690355500,-73.0,1766295500,33401,-93418,-73.7,241873,137,766,20101231~20110102,201052,주말 박스오피스
9,10,10,-5,OLD,20101221,쩨쩨한 로맨스,2010-12-01,249246500,1.1,-1010622500,-80.2,15499988000,31580,-126241,-80.0,2029296,116,564,20101231~20110102,201052,주말 박스오피스
0,1,1,0,OLD,20101209,라스트 갓파더,2010-12-29,3128253500,24.3,-4490860500,-58.9,14908308500,428005,-592198,-58.0,2033544,475,6060,20110107~20110109,201101,주말 박스오피스
1,2,2,12,OLD,20101399,심장이 뛴다,2011-01-05,2644812000,20.5,2561712000,3082.7,3615981000,342548,331353,2959.8,481023,445,5106,20110107~20110109,201101,주말 박스오피스
2,3,3,-1,OLD,20101223,헬로우 고스트,2010-12-22,2459897500,19.1,-1559830000,-38.8,16721009000,329332,-207542,-38.7,2289896,386,4476,20110107~20110109,201101,주말 박스오피스
3,4,4,-1,OLD,20101222,황해,2010-12-22,1311732500,10.2,-2030733000,-60.8,16360701000,165007,-256647,-60.9,2113649,369,3329,20110107~20110109,201101,주말 박스오피스
4,5,5,-1,OLD,20101224,해리 포터와 죽음의 성물1,2010-12-15,739880000,5.7,-1064956000,-59.0,19556543000,103345,-148694,-59.0,2759540,273,2308,20110107~20110109,201101,주말 박스오피스
5,6,6,0,OLD,20101348,새미의 어드벤쳐,2010-12-15,898415500,7.0,-572223500,-38.9,8696155500,95098,-60167,-38.8,922226,224,1637,20110107~20110109,201101,주말 박스오피스
6,7,7,-2,OLD,20101225,트론: 새로운 시작,2010-12-29,639885500,5.0,-1938315200,-75.2,4584056200,58382,-172412,-74.7,412742,266,1912,20110107~20110109,201101,주말 박스오피스
7,8,8,0,NEW,20102413,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,2011-01-05,260444000,2.0,260444000,100.0,311313000,38316,38316,100.0,46127,111,807,20110107~20110109,201101,주말 박스오피스
8,9,9,-2,OLD,20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,225316500,1.7,-257665000,-53.3,2375438500,32174,-35837,-52.7,339819,87,342,20110107~20110109,201101,주말 박스오피스
9,10,10,2,OLD,20100962,"울지마, 톤즈",2010-09-09,111398000,0.9,6604000,6.3,1695642500,18099,-1485,-7.6,303591,76,366,20110107~20110109,201101,주말 박스오피스
0,1,1,0,NEW,20102421,메가마인드,2011-01-13,3226755500,26.7,3226755500,100.0,3732477000,316638,316638,100.0,370620,414,4655,20110114~20110116,201102,주말 박스오피스
1,2,2,1,OLD,20101223,헬로우 고스트,2010-12-22,1606068500,13.3,-853829000,-34.7,19426535000,214911,-114421,-34.7,2658199,323,3387,20110114~20110116,201102,주말 박스오피스
2,3,3,-2,OLD,20101209,라스트 갓파더,2010-12-29,1368440000,11.3,-1759813500,-56.3,17274508000,189777,-238228,-55.7,2364978,332,3778,20110114~20110116,201102,주말 박스오피스
3,4,4,0,NEW,20110031,러브 & 드럭스,2011-01-13,1457666000,12.1,1457666000,100.0,1713781000,182397,182397,100.0,216849,284,3311,20110114~20110116,201102,주말 박스오피스
4,5,5,0,NEW,20110029,시즌 오브 더 위치: 마녀 호송단,2011-01-13,1399232500,11.6,1399232500,100.0,1627342000,182335,182335,100.0,213750,218,3460,20110114~20110116,201102,주말 박스오피스
5,6,6,-4,OLD,20101399,심장이 뛴다,2011-01-05,1338903500,11.1,-1305908500,-49.4,6146318500,175562,-166986,-48.7,820642,347,3471,20110114~20110116,201102,주말 박스오피스
6,7,7,-3,OLD,20101222,황해,2010-12-22,364670000,3.0,-947062500,-72.2,17191612000,45348,-119659,-72.5,2221194,240,1507,20110114~20110116,201102,주말 박스오피스
7,8,8,0,NEW,20110030,꿀벌 하치의 대모험,2011-01-13,234056000,1.9,234056000,100.0,267175500,34149,34149,100.0,39333,141,932,20110114~20110116,201102,주말 박스오피스
8,9,9,-4,OLD,20101224,해리 포터와 죽음의 성물1,2010-12-15,176149500,1.5,-563730500,-76.2,19983640500,24452,-78893,-76.3,2820200,130,718,20110114~20110116,201102,주말 박스오피스
9,10,10,0,NEW,20110023,세인트 클라우드,2011-01-13,161937500,1.3,161937500,100.0,198335500,20993,20993,100.0,26090,179,1811,20110114~20110116,201102,주말 박스오피스
0,1,1,18,OLD,20102416,글러브,2011-01-20,3484729500,32.3,3473253500,30265.4,4015561500,468146,465611,18367.3,547334,605,6101,20110121~20110123,201103,주말 박스오피스
1,2,2,-1,OLD,20102421,메가마인드,2011-01-13,2068262000,19.2,-1158493500,-35.9,7005315000,203188,-113450,-35.8,691209,363,3738,20110121~20110123,201103,주말 박스오피스
2,3,3,-1,OLD,20101223,헬로우 고스트,2010-12-22,1117112500,10.4,-488956000,-30.4,21285048000,150158,-64753,-30.1,2912496,295,3071,20110121~20110123,201103,주말 박스오피스
3,4,4,0,OLD,20110031,러브 & 드럭스,2011-01-13,1028516500,9.5,-429149500,-29.4,3476566000,127724,-54673,-30.0,443378,274,2572,20110121~20110123,201103,주말 박스오피스
4,5,5,0,OLD,20110029,시즌 오브 더 위치: 마녀 호송단,2011-01-13,788225000,7.3,-611007500,-43.7,2999886000,102944,-79391,-43.5,397218,220,2941,20110121~20110123,201103,주말 박스오피스
5,6,6,-3,OLD,20101209,라스트 갓파더,2010-12-29,589712500,5.5,-778727500,-56.9,18310305500,82698,-107079,-56.4,2512521,282,2675,20110121~20110123,201103,주말 박스오피스
6,7,7,-1,OLD,20101399,심장이 뛴다,2011-01-05,614553000,5.7,-724350500,-54.1,7356681000,80954,-94608,-53.9,985142,267,2510,20110121~20110123,201103,주말 박스오피스
7,8,8,0,NEW,20119155,아프리카 마법여행,2011-01-20,301794500,2.8,301794500,100.0,348922000,32597,32597,100.0,37720,150,1127,20110121~20110123,201103,주말 박스오피스
8,9,9,-1,OLD,20110030,꿀벌 하치의 대모험,2011-01-13,122149500,1.1,-111906500,-47.8,468544000,17859,-16290,-47.7,70078,109,466,20110121~20110123,201103,주말 박스오피스
9,10,10,2,OLD,20100962,"울지마, 톤즈",2010-09-09,119232500,1.1,1568500,1.3,2108957000,17653,751,4.4,367683,71,376,20110121~20110123,201103,주말 박스오피스
0,1,1,12,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,4879485000,30.0,4835369000,10960.6,5661546500,640457,633338,8896.4,750846,529,5626,20110128~20110130,201104,주말 박스오피스
1,2,2,0,NEW,20102417,걸리버 여행기,2011-01-27,4587570000,28.2,4587570000,100.0,5375945000,493653,493653,100.0,578806,483,5288,20110128~20110130,201104,주말 박스오피스
2,3,3,25,OLD,20102415,평양성,2011-01-27,2475707500,15.2,2472797500,84975.9,2931344500,333430,332848,57190.4,400377,419,4779,20110128~20110130,201104,주말 박스오피스
3,4,4,-3,OLD,20102416,글러브,2011-01-20,1790829500,11.0,-1693900000,-48.6,7381842000,245026,-223120,-47.7,1015817,365,3429,20110128~20110130,201104,주말 박스오피스
4,5,5,0,NEW,20119277,상하이,2011-01-27,565548000,3.5,565548000,100.0,689365000,73359,73359,100.0,90287,216,2521,20110128~20110130,201104,주말 박스오피스
5,6,6,29,OLD,20102418,그린 호넷,2011-01-27,710281500,4.4,708076500,32112.3,893197000,63633,63318,20101.0,80050,316,2929,20110128~20110130,201104,주말 박스오피스
6,7,7,-5,OLD,20102421,메가마인드,2011-01-13,334544500,2.1,-1733717500,-83.8,7934489000,39342,-163846,-80.6,789723,175,913,20110128~20110130,201104,주말 박스오피스
7,8,8,0,NEW,20102419,타운,2011-01-27,249185500,1.5,249185500,100.0,307331500,31537,31537,100.0,39585,155,1469,20110128~20110130,201104,주말 박스오피스
8,9,9,-6,OLD,20101223,헬로우 고스트,2010-12-22,122401000,0.8,-994711500,-89.0,21792527000,16657,-133501,-88.9,2983402,107,588,20110128~20110130,201104,주말 박스오피스
9,10,10,0,NEW,20119137,가필드 펫 포스 3D,2011-01-27,151040000,0.9,151040000,100.0,170303000,14238,14238,100.0,16141,69,249,20110128~20110130,201104,주말 박스오피스
0,1,1,0,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,8558858500,37.3,3679373500,75.4,20823562500,1121367,480910,75.1,2739503,632,10156,20110204~20110206,201105,주말 박스오피스
1,2,2,0,OLD,20102417,걸리버 여행기,2011-01-27,5491692000,23.9,904122000,19.7,14960932500,580838,87185,17.7,1586515,525,8779,20110204~20110206,201105,주말 박스오피스
2,3,3,0,OLD,20102415,평양성,2011-01-27,4012008500,17.5,1536301000,62.1,10138097500,535186,201756,60.5,1360221,482,7115,20110204~20110206,201105,주말 박스오피스
3,4,4,0,OLD,20102416,글러브,2011-01-20,2476345500,10.8,685516000,38.3,11759601500,334694,89668,36.6,1607164,400,5067,20110204~20110206,201105,주말 박스오피스
4,5,5,0,OLD,20119277,상하이,2011-01-27,563733000,2.5,-1815000,-0.3,1770104000,73508,149,0.2,231948,221,2201,20110204~20110206,201105,주말 박스오피스
5,6,6,0,OLD,20102418,그린 호넷,2011-01-27,535707900,2.3,-174573600,-24.6,1988896100,49592,-14041,-22.1,180421,241,1955,20110204~20110206,201105,주말 박스오피스
6,7,7,0,OLD,20102421,메가마인드,2011-01-13,419992500,1.8,85448000,25.5,8596625500,48073,8731,22.2,864893,155,1143,20110204~20110206,201105,주말 박스오피스
7,8,8,0,OLD,20102419,타운,2011-01-27,179280500,0.8,-69905000,-28.1,674709500,22650,-8887,-28.2,86873,144,1030,20110204~20110206,201105,주말 박스오피스
8,9,9,0,OLD,20101223,헬로우 고스트,2010-12-22,122861000,0.5,460000,0.4,22026844500,16826,169,1.0,3015394,66,494,20110204~20110206,201105,주말 박스오피스
9,10,10,3,OLD,20101395,라푼젤,2011-02-10,121485000,0.5,75868000,166.3,225928000,11559,7253,168.4,21185,20,111,20110204~20110206,201105,주말 박스오피스
0,1,1,0,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,3824793000,27.4,-4734065500,-55.3,27200837500,507545,-613822,-54.7,3602183,497,8033,20110211~20110213,201106,주말 박스오피스
1,2,2,8,OLD,20101395,라푼젤,2011-02-10,2899261900,20.7,2777776900,2286.5,3365235200,283418,271859,2351.9,327387,326,4528,20110211~20110213,201106,주말 박스오피스
2,3,3,0,NEW,20119418,생텀,2011-02-10,2539836000,18.2,2539836000,100.0,3038424500,242711,242711,100.0,290268,322,5258,20110211~20110213,201106,주말 박스오피스
3,4,4,-1,OLD,20102415,평양성,2011-01-27,1046287500,7.5,-2965721000,-73.9,12004999500,143291,-391895,-73.2,1618841,360,5162,20110211~20110213,201106,주말 박스오피스
4,5,5,0,NEW,20119508,친구와 연인사이,2011-02-10,958209000,6.9,958209000,100.0,1115178500,119140,119140,100.0,140240,175,2890,20110211~20110213,201106,주말 박스오피스
5,6,6,-2,OLD,20102416,글러브,2011-01-20,826275500,5.9,-1650070000,-66.6,13141547000,114008,-220686,-65.9,1799658,311,3817,20110211~20110213,201106,주말 박스오피스
6,7,7,-5,OLD,20102417,걸리버 여행기,2011-01-27,719234500,5.1,-4772457500,-86.9,16222285500,89063,-491775,-84.7,1733766,284,4043,20110211~20110213,201106,주말 박스오피스
7,8,8,0,NEW,20119341,아이들...,2011-02-17,613162000,4.4,613162000,100.0,647728000,79660,79660,100.0,85924,212,706,20110211~20110213,201106,주말 박스오피스
8,9,9,0,NEW,20119358,127시간,2011-02-17,144899000,1.0,144899000,100.0,150899000,19137,19137,100.0,19887,130,368,20110211~20110213,201106,주말 박스오피스
9,10,10,0,NEW,20119337,그대를 사랑합니다,2011-02-17,107340500,0.8,107340500,100.0,223105500,13478,13478,100.0,30241,136,407,20110211~20110213,201106,주말 박스오피스
0,1,1,7,OLD,20119341,아이들...,2011-02-17,3861165500,24.9,3248003500,529.7,5671183500,525306,445646,559.4,775776,503,6123,20110218~20110220,201107,주말 박스오피스
1,2,2,15,OLD,19820019,만추 리마스터링,2011-02-17,2725799500,17.6,2710575000,17804.0,3491443500,355582,353821,20092.0,462279,443,6412,20110218~20110220,201107,주말 박스오피스
2,3,3,-2,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,2242837000,14.5,-1581956000,-41.4,31269016500,300887,-206658,-40.7,4157077,316,4897,20110218~20110220,201107,주말 박스오피스
3,4,4,-2,OLD,20101395,라푼젤,2011-02-10,1908769600,12.3,-990492300,-34.2,6258955800,193178,-90240,-31.8,616682,274,2527,20110218~20110220,201107,주말 박스오피스
4,5,5,0,NEW,20119429,언노운,2011-02-17,1348646500,8.7,1348646500,100.0,1567535000,175650,175650,100.0,205705,185,2885,20110218~20110220,201107,주말 박스오피스
5,6,6,4,OLD,20119337,그대를 사랑합니다,2011-02-17,1053256000,6.8,945915500,881.2,1459706000,140061,126583,939.2,196247,241,4033,20110218~20110220,201107,주말 박스오피스
6,7,7,2,OLD,20119358,127시간,2011-02-17,636965000,4.1,492066000,339.6,926287000,84808,65671,343.2,123975,232,3587,20110218~20110220,201107,주말 박스오피스
7,8,8,-5,OLD,20119418,생텀,2011-02-10,608048500,3.9,-1931787500,-76.1,4609547500,58848,-183863,-75.8,442868,243,2161,20110218~20110220,201107,주말 박스오피스
8,9,9,29,OLD,20119585,아따맘마 - 극장판,2011-02-17,219129500,1.4,217995500,19223.6,246204000,33230,33104,26273.0,37350,90,631,20110218~20110220,201107,주말 박스오피스
9,10,10,-5,OLD,20119508,친구와 연인사이,2011-02-10,260815000,1.7,-697394000,-72.8,1935356500,31642,-87498,-73.4,246697,126,926,20110218~20110220,201107,주말 박스오피스
0,1,1,0,OLD,20119341,아이들...,2011-02-17,2516330500,18.1,-1344835000,-34.8,10166920500,341558,-183748,-35.0,1398520,413,5275,20110225~20110227,201108,주말 박스오피스
1,2,2,0,NEW,20119577,블랙 스완,2011-02-24,2146866000,15.5,2146866000,100.0,2479619500,272780,272780,100.0,318079,288,4772,20110225~20110227,201108,주말 박스오피스
2,3,3,21,OLD,20119420,아이 엠 넘버 포,2011-02-24,1956933500,14.1,1952091500,40315.8,2288186500,256882,256344,47647.6,302917,284,4962,20110225~20110227,201108,주말 박스오피스
3,4,4,-1,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,1289045000,9.3,-953792000,-42.5,33592659000,174601,-126286,-42.0,4479090,326,3384,20110225~20110227,201108,주말 박스오피스
4,5,5,-1,OLD,20101395,라푼젤,2011-02-10,1192364100,8.6,-716405500,-37.5,8438032400,120917,-72261,-37.4,843113,234,1623,20110225~20110227,201108,주말 박스오피스
5,6,6,-4,OLD,19820019,만추 리마스터링,2011-02-17,864095000,6.2,-1861704500,-68.3,5464756000,112911,-242671,-68.2,730560,294,3751,20110225~20110227,201108,주말 박스오피스
6,7,7,72,OLD,20119427,메카닉,2011-02-24,810616500,5.8,810616500,100.0,961661500,103218,103218,100.0,123847,226,3728,20110225~20110227,201108,주말 박스오피스
7,8,8,-3,OLD,20119429,언노운,2011-02-17,768695000,5.5,-579951500,-43.0,3054470000,99408,-76242,-43.4,403919,184,2281,20110225~20110227,201108,주말 박스오피스
8,9,9,0,NEW,20119556,알파 앤 오메가,2011-02-24,739848000,5.3,739848000,100.0,888019000,97047,97047,100.0,117388,229,1954,20110225~20110227,201108,주말 박스오피스
9,10,10,-4,OLD,20119337,그대를 사랑합니다,2011-02-17,694434500,5.0,-358821500,-34.1,2843327000,91001,-49060,-35.0,385585,262,1663,20110225~20110227,201108,주말 박스오피스
0,1,1,1,OLD,20119577,블랙 스완,2011-02-24,2317737500,22.9,170871500,8.0,7039752500,293319,20539,7.5,908351,344,4580,20110304~20110306,201109,주말 박스오피스
1,2,2,0,NEW,20119430,컨트롤러,2011-03-03,1502860500,14.9,1502860500,100.0,1992258000,193642,193642,100.0,257618,371,5774,20110304~20110306,201109,주말 박스오피스
2,3,3,0,NEW,20119630,랭고,2011-03-03,1286248000,12.7,1286248000,100.0,1397857000,175582,175582,100.0,191727,314,3895,20110304~20110306,201109,주말 박스오피스
3,4,4,6,OLD,20119337,그대를 사랑합니다,2011-02-17,985710500,9.8,291276000,41.9,4653979500,129115,38114,41.9,628275,292,2477,20110304~20110306,201109,주말 박스오피스
4,5,5,-4,OLD,20119341,아이들...,2011-02-17,929608000,9.2,-1586722500,-63.1,12832678500,121753,-219805,-64.4,1762199,312,4228,20110304~20110306,201109,주말 박스오피스
5,6,6,-3,OLD,20119420,아이 엠 넘버 포,2011-02-24,823993500,8.2,-1132940000,-57.9,4471493000,104944,-151938,-59.1,589574,256,3575,20110304~20110306,201109,주말 박스오피스
6,7,7,-3,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,661860500,6.5,-627184500,-48.7,35257299000,87060,-87541,-50.1,4705872,273,2715,20110304~20110306,201109,주말 박스오피스
7,8,8,-3,OLD,20101395,라푼젤,2011-02-10,383285800,3.8,-809078300,-67.9,9826886800,34973,-85944,-71.1,980160,155,974,20110304~20110306,201109,주말 박스오피스
8,9,9,36,OLD,20119507,"사랑한다, 사랑하지 않는다",2011-03-03,248106000,2.5,247594000,48358.2,312302000,31492,31428,49106.3,40339,79,1406,20110304~20110306,201109,주말 박스오피스
9,10,10,-2,OLD,20119429,언노운,2011-02-17,224781000,2.2,-543914000,-70.8,3830813000,28728,-70680,-71.1,506692,137,1092,20110304~20110306,201109,주말 박스오피스
0,1,1,0,NEW,20119707,월드 인베이젼,2011-03-10,3464715500,33.9,3464715500,100.0,3950498500,455924,455924,100.0,522475,441,6772,20110311~20110313,201110,주말 박스오피스
1,2,2,-1,OLD,20119577,블랙 스완,2011-02-24,1554543500,15.2,-763194000,-32.9,9636374500,195866,-97453,-33.2,1248344,294,4596,20110311~20110313,201110,주말 박스오피스
2,3,3,12,OLD,20119511,사랑이 무서워,2011-03-10,1089195000,10.6,1034561000,1893.6,1319002500,141387,134175,1860.4,174066,290,4959,20110311~20110313,201110,주말 박스오피스
3,4,4,0,OLD,20119337,그대를 사랑합니다,2011-02-17,1016405000,9.9,30694500,3.1,6232052500,135019,5904,4.6,843801,280,2962,20110311~20110313,201110,주말 박스오피스
4,5,5,-2,OLD,20119630,랭고,2011-03-03,800806000,7.8,-485442000,-37.7,2389719500,117121,-58461,-33.3,335217,262,2482,20110311~20110313,201110,주말 박스오피스
5,6,6,0,NEW,2009A362,파이터,2011-03-10,564293000,5.5,564293000,100.0,639503500,73483,73483,100.0,83969,263,4134,20110311~20110313,201110,주말 박스오피스
6,7,7,-2,OLD,20119341,아이들...,2011-02-17,318668000,3.1,-610940000,-65.7,13431687500,44358,-77395,-63.6,1846698,229,2018,20110311~20110313,201110,주말 박스오피스
7,8,8,-6,OLD,20119430,컨트롤러,2011-03-03,329306000,3.2,-1173554500,-78.1,2727793000,42370,-151272,-78.1,355343,252,2592,20110311~20110313,201110,주말 박스오피스
8,9,9,-2,OLD,20102414,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,219211500,2.1,-442649000,-66.9,35701886000,29398,-57662,-66.2,4766907,148,1176,20110311~20110313,201110,주말 박스오피스
9,10,10,0,NEW,20119637,킹스 스피치,2011-03-17,212467500,2.1,212467500,100.0,215297500,26336,26336,100.0,26694,171,569,20110311~20110313,201110,주말 박스오피스
0,1,1,0,OLD,20119707,월드 인베이젼,2011-03-10,1940355000,20.5,-1524360500,-44.0,6959182500,255123,-200801,-44.0,922392,323,5011,20110318~20110320,201111,주말 박스오피스
1,2,2,8,OLD,20119637,킹스 스피치,2011-03-17,1557339000,16.4,1344871500,633.0,1956180000,206584,180248,684.4,259457,317,4882,20110318~20110320,201111,주말 박스오피스
2,3,3,0,NEW,20119768,레드 라이딩 후드,2011-03-17,1270985000,13.4,1270985000,100.0,1447201500,165685,165685,100.0,189855,249,4960,20110318~20110320,201111,주말 박스오피스
3,4,4,0,OLD,20119337,그대를 사랑합니다,2011-02-17,900715500,9.5,-115689500,-11.4,7644230500,118114,-16905,-12.5,1035281,257,2725,20110318~20110320,201111,주말 박스오피스
4,5,5,-3,OLD,20119577,블랙 스완,2011-02-24,876284500,9.2,-678259000,-43.6,11180573000,110326,-85540,-43.7,1450821,250,3268,20110318~20110320,201111,주말 박스오피스
5,6,6,-3,OLD,20119511,사랑이 무서워,2011-03-10,626346500,6.6,-462848500,-42.5,2436049500,81601,-59786,-42.3,323155,277,2705,20110318~20110320,201111,주말 박스오피스
6,7,7,0,NEW,20119667,굿모닝 에브리원,2011-03-17,587702000,6.2,587702000,100.0,672127500,73631,73631,100.0,86940,142,2425,20110318~20110320,201111,주말 박스오피스
7,8,8,0,NEW,20119802,비스틀리,2011-03-17,512988000,5.4,512988000,100.0,627506500,66275,66275,100.0,82727,214,3605,20110318~20110320,201111,주말 박스오피스
8,9,9,0,NEW,20119419,웨이 백,2011-03-17,398187000,4.2,398187000,100.0,453189000,53023,53023,100.0,60877,175,2268,20110318~20110320,201111,주말 박스오피스
9,10,10,-5,OLD,20119630,랭고,2011-03-03,301713500,3.2,-499092500,-62.3,2775140500,43185,-73936,-63.1,390210,185,1019,20110318~20110320,201111,주말 박스오피스
0,1,1,1,OLD,20119637,킹스 스피치,2011-03-17,1318262000,15.6,-239077000,-15.4,3877873000,174613,-31971,-15.5,519234,327,3975,20110325~20110327,201112,주말 박스오피스
1,2,2,-1,OLD,20119707,월드 인베이젼,2011-03-10,1266411500,15.0,-673943500,-34.7,8794598500,169314,-85809,-33.6,1169424,291,4335,20110325~20110327,201112,주말 박스오피스
2,3,3,0,NEW,20119720,마이 블랙 미니드레스,2011-03-24,1063360000,12.6,1063360000,100.0,1240390000,141266,141266,100.0,166571,325,5287,20110325~20110327,201112,주말 박스오피스
3,4,4,0,OLD,20119337,그대를 사랑합니다,2011-02-17,953133500,11.3,52418000,5.8,9109468000,126976,8862,7.5,1235935,282,2764,20110325~20110327,201112,주말 박스오피스
4,5,5,14,OLD,20119618,위험한 상견례,2011-03-31,786218000,9.3,780013000,12570.7,840447000,101725,100484,8097.0,112344,305,1291,20110325~20110327,201112,주말 박스오피스
5,6,6,-3,OLD,20119768,레드 라이딩 후드,2011-03-17,573293500,6.8,-697691500,-54.9,2419765500,75727,-89958,-54.3,320282,240,3190,20110325~20110327,201112,주말 박스오피스
6,7,7,-2,OLD,20119577,블랙 스완,2011-02-24,451756000,5.3,-424528500,-48.4,11989489500,56890,-53436,-48.4,1557101,240,2053,20110325~20110327,201112,주말 박스오피스
7,8,8,0,NEW,20119717,로맨틱 헤븐,2011-03-24,333920500,4.0,333920500,100.0,402067500,44434,44434,100.0,54088,260,3779,20110325~20110327,201112,주말 박스오피스
8,9,9,-2,OLD,20119667,굿모닝 에브리원,2011-03-17,321378000,3.8,-266324000,-45.3,1275217000,39890,-33741,-45.8,165237,148,1113,20110325~20110327,201112,주말 박스오피스
9,10,10,12,OLD,20119771,내 이름은 칸,2011-03-24,263884000,3.1,260311000,7285.5,303456000,33106,32312,4069.5,39851,84,581,20110325~20110327,201112,주말 박스오피스
0,1,1,4,OLD,20119618,위험한 상견례,2011-03-31,3712480000,44.4,2926262000,372.2,5191411500,486150,384425,377.9,688315,524,8060,20110401~20110403,201113,주말 박스오피스
1,2,2,-1,OLD,20119637,킹스 스피치,2011-03-17,737281000,8.8,-580981000,-44.1,5147232000,98586,-76027,-43.5,693409,292,3307,20110401~20110403,201113,주말 박스오피스
2,3,3,0,NEW,20119772,줄리아의 눈,2011-03-31,715099500,8.5,715099500,100.0,920596000,90389,90389,100.0,118069,232,3695,20110401~20110403,201113,주말 박스오피스
3,4,4,0,OLD,20119337,그대를 사랑합니다,2011-02-17,635061500,7.6,-318072000,-33.4,10233964500,84469,-42507,-33.5,1391115,234,2914,20110401~20110403,201113,주말 박스오피스
4,5,5,-3,OLD,20119707,월드 인베이젼,2011-03-10,441605000,5.3,-824806500,-65.1,9561874500,60022,-109292,-64.5,1274503,264,2888,20110401~20110403,201113,주말 박스오피스
5,6,6,-3,OLD,20119720,마이 블랙 미니드레스,2011-03-24,374548500,4.5,-688811500,-64.8,2031715000,50266,-91000,-64.4,274624,284,2767,20110401~20110403,201113,주말 박스오피스
