,peopleNm,peopleNmEn,movieCd
0,장재현,JANG Jae-hyun,20177539
0,린 사우더랜드,Lynne Southerland,20195743
0,크리스 콜럼버스,Chris Columbus,20020222
0,한스 페터 몰란트,Hans Petter Moland,20185576
0,조민호,JOE Min-ho,20196601
0,김유성,KIM Yu-sung,20176442
0,박수진,PARK Soo-zin,20195791
1,박호찬,PARK Ho-chan,20195791
0,요르고스 란티모스,Giorgos Lanthimos,20180937
0,애너 보든,Anna Boden,20181877
1,라이언 플렉,Ryan Fleck,20181877
0,라파엘 리바스,Rafael Ribas,20177282
0,비욘 룬게,Bjorn Runge,20196323
0,애덤 로비텔,Adam Robitel,20197283
0,박누리,PARK Nu-ri,20176103
0,클린트 이스트우드,Clint Eastwood,20197356
0,아르나드 부롱,Arnaud Bouron,20196723
1,안톤 크링스,Antoon Krings,20196723
0,이정범,LEE Jeong-beom,20197846
0,이수진,LEE Su-jin,20175407
0,막심 파디브,Maksim Fadeev,20197617
0,스도 토모노리,Tomonori Sudo,20198603
0,프랭키 첸,Frankie Chen,20183773
0,조던 필,Jordan Peele,20185352
0,팀 버튼,Tim Burton,20196025
0,김지혜,KIM Ji-hye,20166301
0,워시 웨스트모어랜드,Wash Westmoreland,20198146
0,구스타브 몰러,Gustav Moller,20197987
0,데이비드 F. 샌드버그,David F. Sandberg,20196244
0,이종언,LEE Jong-un,20183096
0,이창근,LEE Chang-geun,20197092
0,라스무스 A. 실버르센,Rasmus A. Sivertsen,20198023
0,닐 마샬,Neil Marshall,20185406
0,김윤석,KIM Yun-seok,20180825
0,아담 맥케이,Adam McKay,20198104
0,케빈 콜쉬,Kevin Kolsch,20197423
1,데니스 위드미어,Dennis Widmyer,20197423
0,피에르 모렐,Pierre Morel,20198844
0,저스틴 밸도니,Justin Baldoni,20198403
0,마이클 차베즈,Michael Chaves,20183454
0,강지은,KANG Ji-eun,20198982
0,김성기,,20182501
0,로저 미첼,Roger Michell,19990220
0,조 루소,Joe Russo,20184889
1,안소니 루소,Anthony Russo,20184889
0,김현호,KIM Hyun-ho,20198183
1,윤창섭,Chang Sub Yoon,20198183
2,김현호,KIM Hyun-ho,20198183
0,미즈노 시게노리,Mizuno Shigenori,20169323
0,육상효,YOOK Sang-hyo,20185784
0,롭 레터맨,Rob Letterman,20198598
0,캘리 애스버리,Kelly Asbury,20197147
0,크리스찬 하스,Christian Haas,20199736
1,안드레아 블록,Andrea Block,20199736
0,줄리아 하트,Julia Hart,20199189
0,정다원,JUNG Da-won,20184082
0,앤소니 마라스,Anthony Maras,20185384
0,홍승완,HONG Seung-wan,20187981
0,미이케 다카시,Takashi Miike,20199923
0,피터 헤지스,Peter Hedges,20199949
0,미키 코이치로,Koichiro Miki,20199623
0,이원태,LEE Won-tae,20188941
0,이호경,,20198597
0,루카 구아다니노,Luca Guadagnino,20197503
0,가이 리치,Guy Ritchie,20183867
0,장규성,JANG Kyu-sung,20199448
0,데이빗 야로베스키,David Yarovesky,20199822
0,에반 트라멜,Evan Tramel,20190261
0,봉준호,BONG Joon-ho,20183782
0,마이클 도허티,Michael Dougherty,20184865
0,유선동,,20188144
0,찬드라세카란,Chandrasekaran,20192001
0,사이먼 킨버그,Simon Kinberg,20182387
0,미야자키 하야오,Hayao Miyazaki,19880001
0,덱스터 플레처,Dexter Fletcher,20198291
0,신우,Shen Yu,20199063
0,F. 게리 그레이,F. Gary Gray,20196657
0,로버트 페르난데스,Robert Fernandez,20190273
0,닐 버거,Neil Burger,20191401
0,미미 레더,Mimi Leder,20190466
0,조시 쿨리,Josh Cooley,20184047
0,강윤성,KANG Yun-sung,20198453
0,채드 스타헬스키,Chad Stahelski,20196655
0,라스 클리브버그,Lars Klevberg,20190885
0,게리 도버먼,Gary Dauberman,20199951
0,이정호,LEE Jeong-ho,20182585
0,닐 조단,Neil Jordan,20192022
0,존 왓츠,Jon Watts,20196309
0,원종식,WON Jong-shik,20192689
0,남대중,NAM Dae-joong,20185353
0,히라야마 미호,Miho Hirayama,20191601
0,고정욱,KO Jeong-wook,20185986
0,아리 에스터,Ari Aster,20192151
0,존 파브로,Jon Favreau,20175771
0,존 R. 레오네티,John R. Leonetti,20192222
0,조나단 레빈,Jonathan Levine,20190002
0,조철현,CHO Chul-hyun,20182490
0,홍성호,HONG Sung-ho,20198323
0,나가오카 치카,Chika Nagaoka,20192725
0,이상근,LEE Sang-geun,20184621
0,김주환,Jason KIM,20180442
0,크리스 리노드,Chris Renaud,20183844
0,원신연,WON Shin-yun,20184462
0,박준수,,20193275
0,서럽 밴 오먼,Thurop Van Orman,20191741
0,송원근,SONG Won-geun,20190741
0,데이빗 레이치,David Leitch,20196850
0,시즈노 코분,Kobun SHIZUNO,20182241
0,김진원,KIM Jin-won,20188404
0,딜런 브라운,Dylan Brown,20187959
0,김홍선,KIM Hong-sun,20184543
0,김주호,KIM Joo-ho,20185985
0,알폰소 고메즈-레존,Alfonso Gomez-Rejon,20171021
0,제니 게이지,Jenny Gage,20191604
0,정지우,JUNG Ji-woo,20181416
0,요하네스 로버츠,Johannes Roberts,20193665
0,뤽 베송,Luc Besson,20194384
0,김보라,KIM Bora,20181103
0,안드레스 무시에티,Andres Muschietti,20192804
0,김진철,KIM Jin-cheol,20193821
1,최신규,CHOI Shin-gyu,20193821
0,게일 맨쿠소,Gail Mancuso,20194541
0,손용호,SON Yong-ho,20188750
0,권오광,KWON Oh-kwang,20184572
0,이계벽,LEE Gae-byok,20187322
0,한승우,,20194045
0,대니 보일,Danny Boyle,20193807
0,제임스 그레이,James Gray,20192982
0,증헌림,Zeng Xian-lin,20194943
0,김태훈,KIM Tae-hun,20193601
1,곽경택,KWAK Kyung-taek,20193601
0,이성태,LEE Seong-tae,20194456
0,쿠엔틴 타란티노,Quentin Tarantino,20199446
0,용수,Yong-soo,20184483
0,크리스티앙 볼크만,Christian Volckman,20195968
0,제프리 나흐마노프,Jeffrey Nachmanoff,20195203
0,토드 필립스,Todd Phillips,20199950
0,김한결,KIM Han-gyeol,20195920
0,마리나 네페도바,Marina Nefedova,20195941
0,피터 레페니오티스,Peter Lepeniotis,20196380
0,이안,Ang Lee,20191183
0,크리스 버틀러,Chris Butler,20197691
0,정혁기,JUNG Hyuk-ki,20184243
0,요아킴 뢰닝,Joachim Ronning,20191589
0,박용집,PARK Yong-jip,20185361
0,장적사,Disha Zhang,20194223
0,마누엘 J. 가르시아,Manuel J. Garcia,20197402
0,톰 하퍼,Tom Harper,20197141
0,전계수,JEON Kye-soo,20183407
0,김도영,KIM Do-young,20191029
0,애드리언 그런버그,Adrian Grunberg,20196136
0,바실리 로벤스키,Vasiliy Rovenskiy,20197054
0,제임스 카메론,James Cameron,19910247
0,앤더스 마테센,Anders Matthesen,20197394
1,토르비욘 크리스토퍼센,Thorbjorn Christoffersen,20197394
0,데이비드 미쇼,David Michod,20198961
0,팀 밀러,Tim Miller,20192083
0,신카이 마코토,Makoto Shinkai,20190280
0,차야놉 분프라콥,Chayanop Boonprakob,20197392
0,리건,LEE Khan,20181434
0,그렉 티어넌,Greg Tiernan,20197279
1,콘래드 베논,Conrad Vernon,20197279
0,마이크 플래너건,Mike Flanagan,20193801
0,정지영,CHUNG Ji-young,20195002
0,릭 로먼 워,Ric Roman Waugh,20197721
0,루벤 플레셔,Ruben Fleischer,20198421
0,임대형,LIM Dae-hyung,20196284
0,이상호,LEE Sang-ho,20196760
0,제니퍼 리,Jennifer Lee,20197803
1,크리스 벅,Chris Buck,20197803
0,마틴 스코세이지,Martin Scorsese,20198942
0,송경용,,20184341
1,송창용,SONG Chang-yong,20184341
0,김승우,KIM Seung-woo,20185161
0,알렉산더 아야,Alexandre Aja,20199428
0,위고 젤랭,Hugo Gelin,20199576
0,로렌 스카파리아,Lorene Scafaria,20197336
0,노아 바움백,Noah Baumbach,20198962
0,제임스 맨골드,James Mangold,20192401
0,라이언 존슨,Rian Johnson,20198430
0,허인무,HUH In-moo,20188462
0,폴 페이그,Paul Feig,20197278
0,빌 콘돈,Bill Condon,20190142
0,조영광,Young Kwang Jo,20196405
0,제이크 캐스단,Jake Kasdan,20198681
0,김하라,KIM Ha-la,20198182
0,최정열,CHOI Jeongyeol,20198414
0,김병서,KIM Byeong-seo,20192206
1,이해준,LEE Hae-jun,20192206
0,변영규,,20198374
0,켄 로치,Ken Loach,20198701
0,고레에다 히로카즈,Hirokazu Koreeda,20196293
0,허진호,HUR Jinho,20184571
0,톰 후퍼,Tom Hooper,20192721
0,벤 스타센,Ben Stassen,20198818
0,로버트 렌스,Robert Lence,20199981
1,알렉세이 트시칠린,Alexey Tsitsilin,20199981
