,peopleNm,peopleNmEn,movieCd
0,김광식,KIM Kwang-sik,20100256
0,사무엘 베이어,Samuel Bayer,20100192
0,마이크 뉴웰,Mike Newell,20100193
0,계윤식,KYE Yoon-shik,20100206
0,김대우,KIM Dae-woo,20090927
0,마틴 캠벨,Martin Campbell,20090921
0,로만 폴란스키,Roman Polanski,20100278
0,조 카나한,Joe Carnahan,20100295
0,해럴드 즈워트,Harald Zwart,20100292
0,이재한,John H. LEE,20100296
0,마이클 패트릭 킹,Michael Patrick King,20100285
0,맥스 기와,Max Giwa,20100291
1,다니아 파스퀴니,Dania Pasquini,20100291
0,엽위신,Wilson Yip,20100311
0,그렉 티어넌,Greg Tiernan,20100332
0,제임스 맨골드,James Mangold,20100310
0,김태균,KIM Tae-kyun,20100210
0,스튜어트 헨들러,Stewart Hendler,20100335
0,마이크 미첼,Mike Mitchell,20100333
0,우민호,WOO Min-ho,20100353
0,빈센조 나탈리,Vincenzo Natali,20090943
0,존 레쿼,John Requa,20100339
1,글렌 피카라,Glenn Ficarra,20100339
0,데이빗 슬레이드,David Slade,20100361
0,뤽 베송,Luc Besson,20100376
0,마이클 윈터바텀,Michael Winterbottom,20100362
1,존 커랜,John Curran,20100362
0,강우석,KANG Woo-suk,20100209
0,크리스토퍼 놀란,Christopher Nolan,20100312
0,존 터틀타웁,Jon Turteltaub,20100381
0,이정철,LEE Jung-chul,20100380
0,야마모토 야스이치로,Yasuichiro Yamamoto,20100378
0,필립 노이스,Phillip Noyce,20100370
0,유선동,,20100326
0,자끄 페렝,Jacques Perrin,20090953
1,자크 클로드,Jacques Cluzaud,20090953
0,쿠스바 고조,Kozo Kusuba,20100379
0,이정범,LEE Jeong-beom,20100214
0,리 언크리치,Lee Unkrich,20100377
0,존 추,Jon Chu,20100382
0,김지운,KIM Jee-woon,20100301
0,수잔나 화이트,Susanna White,20090952
0,장-자크 망텔로,Jean-Jacques Mantello,20100758
0,폴 쉐어링,Paul Scheuring,20100764
0,M. 나이트 샤말란,M. Night Shyamalan,20100767
0,실베스터 스탤론,Sylvester Stallone,20100768
0,이철하,LEE Cheol-ha,20100769
0,윤영기,YOON Young-gi,20100788
0,알렉산더 아야,Alexandre Aja,20100816
0,님로드 안탈,Nimrod Antal,20100794
0,제임스 카메론,James Cameron,20100796
0,조원희,"Owen Cho, Jo Won-hee",20100300
1,김상화,KIM Sang-hwa,20100300
0,로버트 루게틱,,20100766
0,마초성,Jingle Ma,20100807
0,아그네츠카 보토위츠 보슬루,Agnieszka Wojtowicz-Vosloo,20100808
0,장철수,JANG Cheol-soo,20100281
0,권혁재,KWON Hyeok-jae,20100305
0,요네바야시 히로마사,Hiromasa Yonebayashi,20100810
0,김현석,KIM Hyun-suk,20100834
0,장진,JANG Jin,20100813
0,송해성,SONG Hae-sung,20100833
0,폴 W.S. 앤더슨,Paul W.S. Anderson,20100811
0,피에르 꼬팽,Pierre Coffin,20100814
1,크리스 리노드,Chris Renaud,20100814
0,양윤호,YANG Yun-ho,20100329
0,브래드 페이튼,Brad Peyton,20100812
0,라이언 머피,Ryan Murphy,20100991
0,육상효,YOOK Sang-hyo,20100835
0,서극,Hark Tsui,20100977
0,게리 위닉,Gary Winick,20100975
0,김상만,KIM Sang-man,20100302
0,오우삼,John Woo,20100979
0,리샤르 베리,Richard Berry,20100980
0,구수환,GOO Soo-hwan,20100962
0,토드 윌리엄스,Tod Williams,20101015
1,서동욱,David SUH,20101015
0,올리버 스톤,Oliver Stone,20090950
0,권칠인,KWON Chil-in,20100057
0,이서군,LEE Anna,20101004
0,류승완,RYOO Seungwan,20100213
0,잭 스나이더,Zack Snyder,20101006
0,주경중,JOO Kyung-jung,20101007
0,로베르트 슈벤트케,Robert Schwentke,20101008
0,신근호,Shin Keun-ho,20101009
0,존 에릭 도들,John Erick Dowdle,20101069
0,박수영,PARK Soo-young,20101039
0,펑샤오강,Xiaogang Feng,20101038
0,데이빗 핀처,David Fincher,20101013
0,김민석,KIM Min-suk,20101010
0,토니 스콧,Tony Scott,20101070
0,이시하라 타츠야,Tatsuya Ishihara,20101165
1,타케모토 야스히로,Yasuhiro Takemoto,20101165
0,이해영,LEE Hae-young,20101012
0,맷 리브스,Matt Reeves,20101170
0,정윤수,CHONG Yunsu,20101109
0,케빈 그루터트,Kevin Greutert,20101011
0,콜린 스트로즈,Colin Strause,20101133
1,그렉 스트로즈,Greg Strause,20101133
0,손재곤,SON Jae-gon,20101113
0,라두 미하일레아누,Radu Mihaileanu,20101206
0,토드 필립스,Todd Phillips,20101132
0,김정훈,KIM Joung-hoon,20101221
0,이승무,LEE Seung-moo,20101014
0,마이클 앱티드,Michael Apted,20101213
0,다니엘 스탬,Daniel Stamm,20101140
0,조쉬 고든,Josh Gordon,20101118
1,윌 스펙,Will Speck,20101118
0,플로리안 헨켈 폰 도너스마르크,Florian Henckel-Donnersmarck,20101212
0,장유정,CHANG You-jeong,20101200
0,로드리고 코르테스,Rodrigo Cortes,20101138
0,벤 스타센,Ben Stassen,20101348
0,데이빗 예이츠,David Yates,20101224
0,마이클 호프만,Michael Hoffman,20101227
0,유야마 쿠니히코,Kunihiko Yuyama,20101226
0,나홍진,NA Hong-jin,20101222
0,김영탁,KIM Young-tak,20101223
0,폴 해기스,Paul Haggis,20101378
0,심형래,SHIM Hyung-rae,20101209
0,조셉 코신스키,Joseph Kosinski,20101225
0,안톤 코르빈,Anton Corbijn,20101071
0,윤재근,YOON Jae-keun,20101399
0,스기시마 쿠니히사,Kunihisa Sugishima,20102413
0,톰 맥그라스,Tom McGrath,20102421
0,에드워드 즈윅,Edward Zwick,20110031
0,도미닉 세나,Dominic Sena,20110029
0,아미노 테츠로,Tetsuro Amino,20110030
0,버 스티어스,Burr Steers,20110023
0,강우석,KANG Woo-suk,20102416
0,조르디 롬파르트,Jordi Llompart,20119155
0,김석윤,KIM Sok-yun,20102414
0,롭 레터맨,Rob Letterman,20102417
0,이준익,LEE Joonik,20102415
0,미카엘 하프스트롬,Mikael Hafstrom,20119277
0,미셸 공드리,Michel Gondry,20102418
0,벤 애플렉,Ben Affleck,20102419
0,마크 A.Z. 디페,Mark A.Z. Dippe,20119137
0,바이론 하워드,Byron Howard,20101395
1,네이슨 그레노,Nathan Greno,20101395
0,앨리스터 그리어슨,Alister Grierson,20119418
0,이반 라이트만,Ivan Reitman,20119508
0,이규만,LEE Kyuman,20119341
0,대니 보일,Danny Boyle,20119358
0,추창민,CHOO Chang-min,20119337
0,김태용,KIM Tae-yong,19820019
0,자움 콜렛 세라,Jaume Collet-Serra,20119429
0,야스미 테츠오,Tetsuo Yasumi,20119585
0,대런 아로노프스키,Darren Aronofsky,20119577
0,D.J. 카루소,D.J. Caruso,20119420
0,사이먼 웨스트,Simon West,20119427
0,벤 글럭,Ben Gluck,20119556
1,안소니 벨,Anthony Bell,20119556
0,조지 놀피,George Nolfi,20119430
0,고어 버빈스키,Gore Verbinski,20119630
0,이윤기,LEE Yoon-ki,20119507
0,조나단 리브스만,Jonathan Liebesman,20119707
0,정우철,Rain  JUNG,20119511
0,데이빗 O. 러셀,David O. Russell,2009A362
0,톰 후퍼,Tom Hooper,20119637
0,캐서린 하드윅,Catherine Hardwicke,20119768
0,로저 미첼,Roger Michell,20119667
0,다니엘 반즈,Daniel Barnz,20119802
0,피터 위어,Peter Weir,20119419
0,허인무,HUH In-moo,20119720
0,김진영,KIM Jin-young,20119618
0,장진,JANG Jin,20119717
0,카란 조하르,Karan Johar,20119771
0,기옘 모랄레스,Guillem Morales,20119772
0,폴 웨이츠,Paul Weitz,20119806
0,브래드 앤더슨,Brad Anderson,20119856
0,잭 스나이더,Zack Snyder,20119854
0,마시 태지딘,Massy Tadjedin,20119855
0,그렉 모톨라,Greg Mottola,20119721
0,조진모,CHO Jin-mo,20119974
0,조 라이트,Joe Wright,20119852
0,캘리 애스버리,Kelly Asbury,20119972
0,이세영,,20119989
1,전만배,"CHEON Man-bae, JEON Man-bae",20119989
0,저스틴 린,Justin Lin,20110185
0,민규동,MIN Kyu-dong,20119627
0,캐리 후쿠나가,Cary Fukunaga,20110071
0,미카엘 하프스트롬,Mikael Hafstrom,20110172
0,케네스 브래너,Kenneth Branagh,20110211
0,박건용,PARK Gun-yong,20119529
0,강형철,KANG Hyoung-chul,20110193
0,임찬익,LIM Chan-ik,20119619
0,브루스 베레스포드,Bruce Beresford,20110171
0,던칸 존스,Duncan Jones,20110221
0,시기노 아키라,Akira Shigino,20110250
0,미야오 요시카즈,Yoshikazu Miyao,20110261
0,프란시스 로렌스,Francis Lawrence,20110235
0,손립기,Suen Laap-Gei,20110292
0,엽위신,Wilson Yip,20110311
0,롭 마샬,Rob Marshall,20110294
0,장문강,Felix Chong,20110501
1,맥조휘,Alan Mak,20110501
0,박광우,PARK Kwang-woo,20110289
0,여인영,Jennifer Yuh,20110511
0,조운,CHO Woon,20119527
0,최익환,Equan CHOE,20119628
0,임순례,YIM Soonrye,20110183
1,박흥식,PARK Heung-sik,20110183
2,오점균,OH Joum-kyun,20110183
3,송일곤,SONG Il-gon,20110183
0,매튜 본,Matthew Vaughn,20110561
0,안티 조키넨,Antti Jokinen,20110502
0,박인제,PARK In-jae,20110313
0,마르끄 피투시,Marc Fitoussi,20101279
0,김선,KIM Sun,20110233
1,김곡,KIM Gok,20110233
0,스콧 찰스 스튜어트,Scott Charles Stewart,20110571
0,웨스 크레이븐,Wes Craven,20110182
0,김재환,KIM Jae-hwan,20110607
0,J.J. 에이브럼스,Jeffrey Jacob Abrams,20110656
0,마틴 캠벨,Martin Campbell,20110655
0,브래드 퍼맨,Brad Furman,20110581
0,루크 그린필드,Luke Greenfield,20110798
0,전재홍,JUHN Jai-hong,20110251
0,유위강,LAU Andrew,20110660
0,한혜진,HAN Hye-jin,20101392
1,안재훈,AHN Jae-huun,20101392
0,마이클 베이,Michael Bay,20110659
0,로버트 레드포드,Robert Redford,20110988
0,수잔 비에르,Susanne Bier,20110490
0,변승욱,BYUN Seung-wook,20110296
0,후지모리 마사야,Masaya Fujimori,20111101
0,그랜트 헤스로브,Grant Heslov,20110897
0,데이빗 예이츠,David Yates,20111009
0,마이크 디사,Mike Disa,20090922
0,장훈,JANG Hun,20119515
0,조범구,JO Bum-gu,20110290
0,프레드 카바예,Fred Cavaye,20111351
0,존 라세터,John Lasseter,20111249
0,팀 힐,Tim Hill,20111034
0,오성윤,OH Sungyun,20110279
0,조 존스톤,Joe Johnston,20111113
0,카를로스 살다나,Carlos Saldanha,20110657
0,테라모토 유키요,Yukiyo Teramoto,20111702
0,김지훈,KIM Ji-hoon,20119513
0,시즈노 코분,Kobun SHIZUNO,20110911
0,김한민,KIM Han-min,20110302
0,고석진,GO Seok-jin,20110609
0,안상훈,AHN Sang-hoon,20110297
0,라자 고스넬,Raja Gosnell,20111540
0,존 파브로,Jon Favreau,20111757
0,루퍼트 와이어트,Rupert Wyatt,20110896
0,라즈쿠마르 히라니,Rajkumar Hirani,20110899
0,톰 행크스,Tom Hanks,20112117
0,트로이 닉시,Troy Nixey,20112141
0,토드 필립스,Todd Phillips,20111692
0,올리비에 메가턴,Olivier Megaton,20111671
0,이현승,LEE Hyeon-seung,20110301
0,정태원,CHUNG Tae-won,20112272
0,곽경택,KWAK Kyung-taek,20110303
0,마크 워터스,Mark Waters,20111571
0,이환경,LEE Hwan-kyung,20112082
0,스티븐 쿼일,Steven Quale,20112050
0,구 안 호,Goh Aun Hoe,20111536
0,황동혁,HWANG Dong-hyuk,20112534
0,데이비드 R. 엘리스,David R. Ellis,20112132
0,스티븐 소더버그,Steven Soderbergh,20112175
0,개리 맥켄드리,Gary McKendry,20111893
0,손영성,SOHN Young-sung,20110613
0,허종호,HUH Jong-ho,20111914
0,미야자키 고로,Miyazaki Goro,20112303
0,존 싱글톤,John Singleton,20111892
0,김상진,KIM Sang-jin,20112552
0,숀 레비,Shawn Levy,20112173
0,폴 W.S. 앤더슨,Paul W.S. Anderson,20112651
0,존 매든,John Madden,20112209
0,이한,LEE Han,20112695
0,송일곤,SONG Il-gon,20112589
0,이성한,LEE Seong-han,20112221
0,헨리 유스트,Henry Joost,20112693
1,아리엘 슐만,Ariel Schulman,20112693
0,카토 타카오,Takao Kato,20111533
0,김한민,KIM Han-min,20112911
0,앤드류 니콜,Andrew Niccol,20112704
0,윌 글럭,Will Gluck,20112821
0,이정향,LEE Jeong-hyang,20110322
0,정용기,JEONG Yong-ki,20110612
0,테이트 테일러,Tate Taylor,20112763
0,라희찬,RA Hee-chan,20113001
0,이종석,LEE Jong-seok,20112208
1,프라챠 핀카엡,Prachya Pinkaew,20112208
0,산제이 렐라 반살리,Sanjay Leela Bhansali,20112822
0,올리버 파커,Oliver Parker,20112553
0,타셈 싱,Tarsem Singh,20111987
0,김병곤,KIM Byung Gon,20111928
0,김정환,KIM Jung Hwan,20112762
0,베넷 밀러,Bennett Miller,20112311
0,브렛 래트너,Brett Ratner,20112707
0,박헌수,PARK Heon-soo,20112934
0,세스 고든,Seth Gordon,20112971
0,황병국,HWANG Byeong-gug,20110906
0,베리 쿡,Barry Cook,20112972
0,빌 콘돈,Bill Condon,20110905
0,조나단 레빈,Jonathan Levine,20113306
0,황인호,HWANG In-ho,20113381
0,스티븐 스필버그,Steven Spielberg,20112542
0,엘리어트 레스터,Elliott Lester,20113307
0,박중구,PARK Joong-koo,20113312
0,브래드 버드,Brad Bird,20112207
0,마이크 미첼,Mike Mitchell,20113311
0,박희곤,PARK Hee-kon,20113260
0,카메론 맥킨토시,Cameron Mackintosh,20113471
1,로렌스 코너,Lawrence Konner,20113471
0,강제규,KANG Jekyu,20110295
0,가이 리치,Guy Ritchie,20112621
0,유야마 쿠니히코,Kunihiko Yuyama,20112709
0,유야마 쿠니히코,Kunihiko Yuyama,20112708
0,야마자키 타카시,Takashi Yamazaki,20113271
0,롭 민코프,Rob Minkoff,19940256
1,로저 알러스,Roger Allers,19940256
0,권칠인,KWON Chil-in,20113671
0,크리스 고락,Chris Gorak,20113652
0,크리스 밀러,Chris Miller,20113862
0,데이빗 핀처,David Fincher,20110882
0,이경호,LEE Kyung-ho,20113811
0,이인항,Daniel Lee,20113883
0,이석훈,LEE Seok-hoon,20113743
0,정지영,CHUNG Ji-young,20113535
0,브래드 페이튼,Brad Peyton,20113653
0,김달중,KIM Dal-joong,20113951
0,정용주,JUNG Yong-ju,20113636
0,카메론 크로우,Cameron Crowe,20113472
0,한상호,HAN Sang-ho,20100215
0,윤종빈,YOON Jong-bin,20113557
0,한지승,HAN Ji-seung,20113643
0,조지 밀러,George Miller,20113911
0,더글라스 맥그래스,Douglas McGrath,20113881
0,거나 칼슨,Gunnar Karlsson,20113920
1,오스카 요나손,,20113920
2,토비 젠켈,Toby Genkel,20113920
0,조지 루카스,George Lucas,19990216
0,스티븐 스필버그,Steven Spielberg,20124099
0,토마스 알프레드슨,Tomas Alfredson,20124134
0,유하,YOO Ha,20110249
0,조 카나한,Joe Carnahan,20124021
0,마크 네빌딘,Mark Neveldine,20113890
1,브라이언 테일러,Brian Taylor,20113890
0,제임스 왓킨스,James Watkins,20113975
0,애스게르 레스,Asger Leth,20124420
0,만스 말린드,Mans Marlind,20124746
1,비욘 스테인,Bjorn Stein,20124746
0,필리다 로이드,Phyllida Lloyd,20113912
0,순리준,Lijun Sun,20113982
0,전계수,JEON Kye-soo,20113916
0,맥지,McG,20124096
0,다니엘 에스피노사,Daniel Espinosa,20124449
0,마이크 맥코이,Mike McCoy,20124609
1,스캇 워프,Scott Waugh,20124609
0,마틴 스코세이지,Martin Scorsese,20124551
0,변영주,BYUN Young-joo,20124050
0,앤드류 스탠튼,Andrew Stanton,20124629
0,아몰 굽트,Amole Gupte,20124726
0,조쉬 트랭크,Josh Trank,20124666
0,장윤현,CHANG Yoon-hyun,20111774
0,마이클 수치,Michael Sucsy,20124874
0,이용주,LEE Yong-ju,20124074
0,로저 도널드슨,Roger Donaldson,20124932
0,에릭 토레다노,Eric Toledano,20124142
1,올리비에르 나카체,Olivier Nakache,20124142
0,발타자르 코루마쿠르,Baltasar Kormakur,20124873
0,이나 예블라니코바,Inna Evlannikova,20124939
1,스비야토슬라브 우샤코프,Svyatoslav Ushakov,20124939
0,조나단 리브스만,Jonathan Liebesman,20124717
0,우선호,WOO Seon-ho,20124051
0,게리 로스,Gary Ross,20124127
0,제임스 카메론,James Cameron,19980074
0,마커스 니스펠,Marcus Nispel,20125106
0,김형준,KIM Hyeong-jun,20124032
0,피터 버그,Peter Berg,20112134
0,커크 와이즈,Kirk Wise,19920231
1,게리 트러스데일,Gary Trousdale,19920231
0,김지운,KIM Jee-woon,20068590
0,조지 클루니,George Clooney,20125126
0,파스칼 쇼메유,Pascal Chaumeil,20113201
0,조스 웨던,Joss Whedon,20124721
0,정지우,JUNG Ji-woo,20124066
0,마스이 소이치,Masui Soichi,20125427
0,김태균,KIM Tae-gyun,20113556
0,문현성,MOON Hyun-sung,20124045
0,타셈 싱,Tarsem Singh,20125426
0,크리스 리노드,Chris Renaud,20113889
1,카일 발다,Kyle Balda,20113889
0,팀 버튼,Tim Burton,20125866
0,민규동,MIN Kyu-dong,20113554
0,임상수,IM Sang-soo,20124064
0,마브룩 엘 메크리,Mabrouk El Mechri,20125907
0,배리 소넨필드,Barry Sonnenfeld,20113885
0,루퍼트 샌더스,Rupert Sanders,20113745
0,미야오 요시카즈,Yoshikazu Miyao,20125806
0,마크 포스터,Marc Forster,20125486
0,신태라,SHIN Terra,20124065
0,김태경,Kim Tae-kyoung,20110312
0,콘래드 베논,Conrad Vernon,20124136
1,에릭 다넬,Eric Darnell,20124136
2,톰 맥그라스,Tom McGrath,20124136
0,김대승,KIM Dai-seung,20113533
0,리들리 스콧,Ridley Scott,20125086
0,스테판 St. 레게르,Stephen St. Leger,20124946
1,제임스 매더스,James Mathers,20124946
0,하나부사 츠토무,Tsutomu Hanabusa,20125646
0,매티스 반 헤이닌겐 주니어,Matthijs van Heijningen Jr.,20126617
0,박철관,PARK Chul-kwan,20113532
0,정승구,JEONG Seung-koo,20124055
0,줄리앙 마그넷,Julien Magnat,20126413
0,마크 웹,Marc Webb,20126077
0,드류 고다드,Drew Goddard,20126566
0,김조광수,KIMJHO Gwang-soo,20124061
0,박정우,PARK JOUNG WOO,20124062
0,오키우라 히로유키,Hiroyuki Okiura,20127108
0,제임스 맥티그,James McTeigue,20113821
0,우디 알렌,Woody Allen,20126686
0,스티븐 소더버그,Steven Soderbergh,20126410
0,김동빈,KIM Dongbin,20125916
0,구자홍,KOO Ja-hong,20113391
0,닐 버거,Neil Burger,20126745
0,존 매든,John Madden,20126470
0,맥스 기와,Max Giwa,20127211
1,다니아 파스퀴니,Dania Pasquini,20127211
0,크리스토퍼 놀란,Christopher Nolan,20112703
0,야마모토 야스이치로,Yasuichiro Yamamoto,20127306
1,시즈노 코분,Kobun SHIZUNO,20127306
0,김익로,KIM Ik-lo,20124058
0,최동훈,CHOI Dong-hoon,20124034
0,마이크 트메이어,Mike Thurmeier,20126667
1,스티브 마티노,Steve Martino,20126667
0,민규동,MIN Kyu-dong,20124349
1,김선,KIM Sun,20124349
2,김곡,KIM Gok,20124349
3,홍지영,HONG Ji-young,20124349
4,임대웅,LIM Dae-woong,20124349
5,정범식,JUNG Bum-shik,20124349
0,쿠스바 고조,Kozo Kusuba,20127266
0,서태지,SEO Tai-ji,20128626
0,벤 스타센,Ben Stassen,20126406
0,장규성,JANG Kyu-sung,20124080
0,아담 쉥크만,Adam Shankman,20127086
0,존 걸레거,John Gulager,20127407
0,김주호,KIM Joo-ho,20124067
0,호거 태프,Holger Tappe,20127887
1,라인하드 클루스,Reinhard Klooss,20127887
0,스콧 스피어,Scott Speer,20126448
0,렌 와이즈먼,Len Wiseman,20125647
0,김동원,KIM Dong-won,20124049
0,김휘,KIM Hwi,20125920
0,로드리고 코르테스,Rodrigo Cortes,20128272
0,김홍선,KIM Hong-sun,20124063
0,티무르 베크맘베토브,Timur Bekmambetov,20125338
0,이근우,LEE Keun-woo,20128271
0,토니 길로이,Tony Gilroy,20126409
0,사이먼 웨스트,Simon West,20128143
0,김기덕,KIM Ki-duk,20124934
0,추창민,CHOO Chang-min,20124079
0,폴 W.S. 앤더슨,Paul W.S. Anderson,20127401
0,호소다 마모루,Mamoru Hosoda,20127494
0,제임스 완,James Wan,20127446
0,우민호,WOO Min-ho,20124400
0,엔리케 가토,Enrique Gato,20129092
0,윌리엄 모나한,William Monahan,20125306
0,올리비에 메가턴,Olivier Megaton,20128447
0,마크 앤드류스,Mark Andrews,20127634
1,브렌다 채프먼,Brenda Chapman,20127634
0,세스 맥팔레인,Seth MacFarlane,20129166
0,신정원,SHIN Jung-won,20113887
0,사라 폴리,Sarah Polley,20129260
0,겔라 바블루아니,Gela Babluani,20129227
0,임상윤,LIM Sang-yun,20113886
0,라이언 존슨,Rian Johnson,20128270
0,허진호,HUR Jinho,20129626
0,팀 버튼,Tim Burton,20129766
0,방은진,PANG Eun-jin,20124057
0,조림산,Lin Shan Zhao,20120021
0,존 힐코트,John Hillcoat,20129407
0,손석,SON Seok,20129146
0,샘 멘데스,Sam Mendes,20113461
0,육상효,YOOK Sang-hyo,20124070
0,헨리 유스트,Henry Joost,20129079
1,아리엘 슐만,Ariel Schulman,20129079
0,김문흠,KIM Mun-heum,20121241
0,조성희,JO Sung-hee,20124054
0,벤 애플렉,Ben Affleck,20129790
0,정병길,JUNG Byung-gil,20124075
0,구혜선,KOO Hye-sun,20124917
0,올리버 스톤,Oliver Stone,20120127
0,후안 디에고 솔라나스,Juan Diego Solanas,20120562
0,올 파커,Ol Parker,20120362
0,타케우치 요시오,Yoshio Takeuchi,20120942
0,빌 콘돈,Bill Condon,20126469
0,배형준,BAE Hyoung-jun,20126089
0,스콧 데릭슨,Scott Derrickson,20120421
0,김용한,KIM Yong-han,20124348
0,정지영,CHUNG Ji-young,20127546
0,피터 램지,Peter Ramsey,20126407
0,윤학렬,YOON Hak-ryul,20120430
0,김진영,KIM Jin-young,20125406
0,조근현,CHO Geun-hyun,20088506
0,로버트 로렌즈,Robert Lorenz,20121281
0,변성현,BYUN Sung-hyun,20124936
0,조성희,JO Sung-hee,20123161
0,피트 트래비스,Pete Travis,20120661
0,피터 잭슨,Peter Jackson,20125048
0,론 쉐르픽,Lone Scherfig,20112561
0,타케모토 노보루,Noboru Takemoto,20122192
0,리치 무어,Rich Moore,20129388
0,톰 후퍼,Tom Hooper,20128274
0,정기훈,JEONG Gi-hun,20124399
0,정용기,JEONG Yong-ki,20128687
0,유야마 쿠니히코,Kunihiko Yuyama,20128247
0,유야마 쿠니히코,Kunihiko Yuyama,20123217
0,김지훈,KIM Ji-hoon,20124039
0,캐리 주스넌,Kari Juusonen,20122523
1,요르겐 레르담,Jorgen Lerdam,20122523
0,웨인 쏜리,Wayne Thornley,20126388
0,이안,Ang Lee,20128386
0,안드레이 콘찰로프스키,Andrey Konchalovskiy,20121622
0,조진규,JO Jinkyu,20124935
0,톰 티크베어,Tom Tykwer,20124024
1,라나 워쇼스키,Lana Wachowski,20124024
2,릴리 워쇼스키,Lilly Wachowski,20124024
0,마크 A.Z. 디페,Mark A.Z. Dippe,20122803
1,박태동,PARK Tae-dong,20122803
0,김성훈,KIM Sung-hoon,20126583
0,크리스토퍼 맥쿼리,Christopher McQuarrie,20123333
0,젠디 타타코브스키,Genndy Tartakovsky,20129156
0,후안 안토니오 바요나,Juan Antonio Bayona,20121861
0,이환경,LEE Hwan-kyung,20127593
0,박영균,PARK Young-kyun,20123681
0,야마모토 야스이치로,Yasuichiro Yamamoto,20048799
0,류승완,RYOO Seungwan,20124083
0,스기이 기사부로,Gisaburo Sugii,20123221
0,존 무어,John Moore,20123387
0,임순례,YIM Soonrye,20125990
0,막심 스베쉬니코브,Maksim Sveshnikov,20123421
1,블라드 바르베,Vlad Barbe,20123421
0,리 언크리치,Lee Unkrich,20010292
1,피터 닥터,Peter Docter,20010292
2,데이빗 실버맨,David Silverman,20010292
0,이원석,LEE Won-suk,20126087
0,토미 위르콜라,Tommy Wirkola,20133981
0,얀 리벡,Jan Rahbek,20123644
0,데이빗 O. 러셀,David O. Russell,20123484
0,박훈정,PARK Hoon-jung,20124401
0,박명랑,PARK Myoung-rang,20128747
0,닉힐 아드바니,Nikhil Advani,20133924
0,프라파스 콜사라논,Prapas Cholsaranon,20123821
0,김지운,KIM Jee-woon,20123422
0,브라이언 싱어,Bryan Singer,20123641
0,박찬욱,PARK Chanwook,20120467
0,성룡,Jackie Chan,20122843
0,토니 탕,Tony Tang,20134042
0,권호영,GWON Ho-young,20134407
0,샘 레이미,Sam Raimi,20122625
0,캐서린 비글로우,Kathryn Bigelow,20129262
0,조나단 레빈,Jonathan Levine,20135241
0,윤종찬,YOON Jong-chan,20129368
0,스티븐 스필버그,Steven Spielberg,20134581
0,이기니오 스트라피,Iginio Straffi,20134102
0,노덕,ROH Deok,20128690
0,쿠엔틴 타란티노,Quentin Tarantino,20126306
0,조 라이트,Joe Wright,20122231
0,나가미네 타츠야,Nagamine Tatsuya,20134983
0,에두와르도 슐츠,Eduardo Schuldt,20135942
0,존 추,Jon Chu,20113972
0,장 피에르 아메리스,Jean-Pierre Ameris,20134701
0,오멸,O Muel,20120108
0,조동오,CHO Dong-oh,20126671
0,앤드류 니콜,Andrew Niccol,20134869
0,데이빗 프랭클,David Frankel,20135581
0,민규동,MIN Kyu-dong,20119971
0,조셉 코신스키,Joseph Kosinski,20134181
0,강우석,KANG Woo-suk,20125333
0,라스무스 A. 실버르센,Rasmus A. Sivertsen,20136783
0,뤽 베송,Luc Besson,19950095
0,최승호,CHOI Seung-ho,20123201
0,폴 앤드류 윌리엄스,Paul Andrew Williams,20136138
0,우디 알렌,Woody Allen,20134603
0,리차드 라그라브네스,Richard LaGravenese,20136662
0,쉐인 블랙,Shane Black,20121621
0,마스이 소이치,Masui Soichi,20136741
0,엔조 달로,Enzo D'Alo,20120381
0,안노 히데아키,Hideaki Anno,20136921
0,이종필,LEE Jong-pil,20121549
0,앤드류 스탠튼,Andrew Stanton,20030072
0,아미노 테츠로,Tetsuro Amino,20137422
0,송해성,SONG Hae-sung,20120426
0,커크 드 미코,Kirk De Micco,20135362
1,크리스 샌더스,Chris Sanders,20135362
0,릭 로먼 워,Ric Roman Waugh,20137082
0,자크 오디아르,Jacques Audiard,20133881
0,정근섭,JEONG Keun-seob,20122784
0,바즈 루어만,Baz Luhrmann,20136219
0,정익환,JEONG Ik-hwan,20128691
0,켄 로치,Ken Loach,20122221
0,저스틴 린,Justin Lin,20135221
0,J.J. 에이브럼스,J.J. Abrams,20123329
0,리차드 링클레이터,Richard Linklater,20134562
0,M. 나이트 샤말란,M. Night Shyamalan,20137426
0,남택수,NAM Taek-su,20127597
0,장철수,JANG Cheol-soo,20126672
0,민규동,MIN Kyu-dong,20136058
1,정범식,JUNG Bum-shik,20136058
2,김휘,KIM Hwi,20136058
3,김성호,KIM Sung-ho,20136058
0,안톤 후쿠아,Antoine Fuqua,20137963
0,미야오 요시카즈,Yoshikazu Miyao,20138201
0,잭 스나이더,Zack Snyder,20137961
0,마크 포스터,Marc Forster,20122122
0,브래드 앤더슨,Brad Anderson,20138141
0,에스벤 토프트 야콥슨,Esben Toft Jacobsen,20126253
0,배현지,,20120103
1,김유정,,20120103
2,김성홍,KIM Sung-hong,20120103
0,권영락,KWON Young-lark,20138712
0,김용균,KIM Yong-gyun,20129114
0,롤랜드 에머리히,Roland Emmerich,20137815
0,스티븐 스필버그,Steven Spielberg,19930176
0,저스틴 잭햄,Justin Zackham,20138884
0,김병서,KIM Byeong-seo,20122783
1,조의석,CHO Ui-seok,20122783
0,고어 버빈스키,Gore Verbinski,20136862
0,레오 로,Leo Lo,20139263
